comment_id,posts_id,user_id,comment_content,comment_date
946,107,206,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,12/12/2023
947,232,359,nil,12/29/2023
948,796,190,0.00,12/16/2023
949,162,832,🐵 🙈 🙉 🙊,12/15/2023
950,282,685,社會科學院語學研究所,12/11/2023
951,418,497,(╯°□°）╯︵ ┻━┻)  ,12/12/2023
952,103,147,-1E+02,12/3/2023
953,243,219,../../../../../../../../../../../etc/passwd%00,12/18/2023
954,869,567,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,12/19/2023
955,722,441,1;DROP TABLE users,12/9/2023
956,938,99,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",12/16/2023
957,708,585, test ,12/24/2023
958,970,936,1E02,12/14/2023
959,701,751,"'""'",12/10/2023
960,877,591,",./;'[]\-=",12/14/2023
961,468,774,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",12/3/2023
962,697,458,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,12/29/2023
963,168,656,‪‪test‪,12/4/2023
964,125,39,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,12/22/2023
965,154,629,‪‪test‪,12/24/2023
966,558,826,-$1.00,12/15/2023
967,96,5,​,12/28/2023
968,534,351,1.00,12/14/2023
969,616,507,１２３,12/23/2023
970,928,581,0.00,12/20/2023
971,358,214,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,12/15/2023
972,26,587,1E02,12/14/2023
973,104,13,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,12/14/2023
974,2,981,⁰⁴⁵,12/15/2023
975,4,859,00˙Ɩ$-,12/20/2023
976,530,16,"""'""'""''''""",12/12/2023
977,382,261,␢,12/21/2023
978,610,226,(｡◕ ∀ ◕｡),12/20/2023
979,171,704,1E02,12/30/2023
980,461,59,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,12/27/2023
981,778,806,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/7/2023
982,759,985,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,12/18/2023
983,170,516,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,12/3/2023
984,208,998,1E02,12/22/2023
985,443,366,社會科學院語學研究所,12/20/2023
986,501,1000,0.00,12/4/2023
987,172,362,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,12/18/2023
988,410,893,"""",12/20/2023
989,392,748,​,12/25/2023
990,126,345,',12/7/2023
991,570,769,١٢٣,12/15/2023
992,188,272,1;DROP TABLE users,12/30/2023
993,225,748,NIL,12/2/2023
994,966,665,"""",12/26/2023
995,673,877,｀ｨ(´∀｀∩,12/22/2023
996,421,131,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",12/21/2023
997,962,886,00˙Ɩ$-,12/19/2023
998,14,262,1,12/6/2023
999,161,199,-$1.00,12/24/2023
1000,70,961,$1.00,12/9/2023
